date,TICKER,COMNAM,CUSIP,BIDLO,ASKHI,PRC,VOL,RET,CFACPR,CFACSHR,OPENPRC,RETX
1981-09-08,AAPL,APPLE COMPUTER INC,03783310,19.75,19.875,-19.8125,,-0.030581,56.0,56.0,,-0.030581
1981-09-09,AAPL,APPLE COMPUTER INC,03783310,19.75,19.875,-19.8125,,0.000000,56.0,56.0,,0.000000
1981-09-10,AAPL,APPLE COMPUTER INC,03783310,19.875,20.0,-19.9375,,0.006309,56.0,56.0,,0.006309
1981-09-11,AAPL,APPLE COMPUTER INC,03783310,19.625,19.75,-19.6875,,-0.012539,56.0,56.0,,-0.012539
1981-09-14,AAPL,APPLE COMPUTER INC,03783310,19.0,19.125,-19.0625,,-0.031746,56.0,56.0,,-0.031746
1981-09-15,AAPL,APPLE COMPUTER INC,03783310,18.5,18.625,-18.5625,,-0.026230,56.0,56.0,,-0.026230
1981-09-16,AAPL,APPLE COMPUTER INC,03783310,18.125,18.25,-18.1875,,-0.020202,56.0,56.0,,-0.020202
1981-09-17,AAPL,APPLE COMPUTER INC,03783310,17.625,17.75,-17.6875,,-0.027491,56.0,56.0,,-0.027491
1981-09-18,AAPL,APPLE COMPUTER INC,03783310,17.75,17.875,-17.8125,,0.007067,56.0,56.0,,0.007067
1981-09-21,AAPL,APPLE COMPUTER INC,03783310,17.875,18.0,-17.9375,,0.007018,56.0,56.0,,0.007018
1981-09-22,AAPL,APPLE COMPUTER INC,03783310,16.875,17.0,-16.9375,,-0.055749,56.0,56.0,,-0.055749
1981-09-23,AAPL,APPLE COMPUTER INC,03783310,16.5,16.75,-16.625,,-0.018450,56.0,56.0,,-0.018450
1981-09-24,AAPL,APPLE COMPUTER INC,03783310,16.375,16.5,-16.4375,,-0.011278,56.0,56.0,,-0.011278
1981-09-25,AAPL,APPLE COMPUTER INC,03783310,14.25,14.5,-14.375,,-0.125475,56.0,56.0,,-0.125475
1981-09-28,AAPL,APPLE COMPUTER INC,03783310,14.375,14.5,-14.4375,,0.004348,56.0,56.0,,0.004348
1981-09-29,AAPL,APPLE COMPUTER INC,03783310,15.125,15.25,-15.1875,,0.051948,56.0,56.0,,0.051948
1981-09-30,AAPL,APPLE COMPUTER INC,03783310,15.25,15.375,-15.3125,,0.008230,56.0,56.0,,0.008230
1981-10-01,AAPL,APPLE COMPUTER INC,03783310,15.25,15.375,-15.3125,,0.000000,56.0,56.0,,0.000000
1981-10-02,AAPL,APPLE COMPUTER INC,03783310,16.5,16.625,-16.5625,,0.081633,56.0,56.0,,0.081633
1981-10-05,AAPL,APPLE COMPUTER INC,03783310,17.0,17.25,-17.125,,0.033962,56.0,56.0,,0.033962
1981-10-06,AAPL,APPLE COMPUTER INC,03783310,16.875,17.0,-16.9375,,-0.010949,56.0,56.0,,-0.010949
1981-10-07,AAPL,APPLE COMPUTER INC,03783310,17.875,18.125,-18.0,,0.062731,56.0,56.0,,0.062731
